a,name,type,foundation,location,products,sector,employee,assets,equity,revenue,profit
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Commercial banking,http://dbpedia.org/resource/Financial_services,827,USD,USD,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,434500000,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,434500000,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,434500000,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,,,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,USD,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,254810000,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,USD,
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,254810000,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,USD,,USD,USD
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,6/14/1993,http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,USD,254810000,44920000
http://dbpedia.org/resource/MetaBank,MetaBank,http://dbpedia.org/resource/Public_company,", in Storm Lake, Iowa, U.S.",http://dbpedia.org/resource/United_States,Mortgage loans,http://dbpedia.org/resource/Financial_services,827,5230000000,USD,254810000,44920000
